age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed
28,Female,"$25,000 to $49,999",Quebec,Bachelor's degree,Yes,Single,Both English and French,Yes
51,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,No,Single,English only,Yes
38,Male,"$25,000 to $49,999",Ontario,College or certificate,No,Has a partner,English only,Yes
64,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,No
55,Male,"Less than $25,000",Ontario,High school diploma,No,Single,English only,No
31,Female,"$50,000 to $74,999",Alberta,Less than high school,Yes,Has a partner,English only,No
70,Female,"$125,000 and more",Ontario,High school diploma,Yes,Has a partner,English only,No
77,Male,"$50,000 to $74,999",Newfoundland and Labrador,Bachelor's degree,Yes,Has a partner,Both English and French,No
80,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Single,English only,No
57,Female,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Has a partner,Both English and French,Yes
52,Female,"$25,000 to $49,999",Saskatchewan,High school diploma,Yes,Has a partner,Both English and French,Yes
23,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
30,Male,"$100,000 to $ 124,999",Alberta,College or certificate,No,Single,English only,Yes
43,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
79,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,No
59,Female,"$100,000 to $ 124,999",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
70,Female,"$25,000 to $49,999",Manitoba,Less than high school,Yes,Has a partner,English only,No
68,Female,"$75,000 to $99,999",Nova Scotia,Above bachelor,Yes,Single,English only,No
28,Male,"$100,000 to $ 124,999",Ontario,College or certificate,No,Has a partner,English only,Yes
28,Female,"$125,000 and more",New Brunswick,Above bachelor,Yes,Single,English only,Yes
54,Female,"$50,000 to $74,999",Newfoundland and Labrador,Less than high school,Yes,Has a partner,English only,Yes
44,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
70,Male,"Less than $25,000",New Brunswick,College or certificate,Yes,Single,English only,No
18,Female,"$75,000 to $99,999",Manitoba,Less than high school,Yes,Single,English only,Yes
22,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
67,Female,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,Both English and French,No
53,Male,"$25,000 to $49,999",Quebec,Less than high school,No,Single,French only,No
21,Male,"$125,000 and more",British Columbia,College or certificate,No,Single,English only,Yes
38,Female,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,No
53,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
47,Female,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
30,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
57,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,No
31,Male,"$100,000 to $ 124,999",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,Yes
55,Female,"$100,000 to $ 124,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes
80,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,No
73,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No
41,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
67,Female,"$25,000 to $49,999",Prince Edward Island,High school diploma,Yes,Single,English only,No
26,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
80,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No
30,Male,"$75,000 to $99,999",Quebec,Less than high school,Yes,Has a partner,Both English and French,Yes
45,Female,"$25,000 to $49,999",Nova Scotia,Above bachelor,Yes,Single,English only,Yes
63,Female,"$50,000 to $74,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,No
40,Female,"$75,000 to $99,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
45,Male,"$75,000 to $99,999",New Brunswick,College or certificate,No,Has a partner,Both English and French,Yes
24,Male,"$100,000 to $ 124,999",Prince Edward Island,High school diploma,Yes,Single,English only,Yes
42,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
32,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,Both English and French,No
79,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Has a partner,Both English and French,No
76,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,No,Single,English only,No
31,Male,"$75,000 to $99,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
41,Female,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,No,Has a partner,Both English and French,Yes
42,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes
36,Male,"$100,000 to $ 124,999",Alberta,College or certificate,No,Has a partner,English only,Yes
63,Female,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Female,"$50,000 to $74,999",Manitoba,Less than high school,Yes,Single,English only,No
19,Male,"$125,000 and more",Quebec,Less than high school,Yes,Single,Both English and French,Yes
60,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,Both English and French,No
36,Male,"$125,000 and more",Ontario,High school diploma,Yes,Has a partner,English only,Yes
37,Male,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
56,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
47,Female,"$125,000 and more",Prince Edward Island,Above bachelor,Yes,Has a partner,Both English and French,Yes
80,Female,"$25,000 to $49,999",Manitoba,Less than high school,Yes,Single,English only,No
58,Female,"Less than $25,000",Manitoba,High school diploma,Yes,Single,English only,No
21,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
55,Female,"$25,000 to $49,999",Saskatchewan,College or certificate,No,Single,English only,Yes
33,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,Yes
76,Female,"$75,000 to $99,999",Ontario,High school diploma,Yes,Has a partner,English only,No
45,Female,"$125,000 and more",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
56,Male,"$25,000 to $49,999",Nova Scotia,Less than high school,Yes,Single,English only,Yes
79,Male,"Less than $25,000",Quebec,Less than high school,Yes,Single,Both English and French,Yes
42,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,English only,Yes
77,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
25,Female,"$75,000 to $99,999",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
48,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,Yes
61,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
53,Female,"$50,000 to $74,999",Newfoundland and Labrador,Less than high school,Yes,Has a partner,English only,Yes
69,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
75,Male,"$25,000 to $49,999",Alberta,Less than high school,Yes,Has a partner,English only,No
72,Male,"Less than $25,000",Manitoba,Less than high school,Yes,Single,English only,No
16,Male,"$50,000 to $74,999",Ontario,Less than high school,Yes,Single,English only,No
76,Female,"$25,000 to $49,999",British Columbia,Less than high school,Yes,Single,English only,No
23,Male,"Less than $25,000",Ontario,Bachelor's degree,Yes,Single,English only,Yes
40,Female,"$100,000 to $ 124,999",New Brunswick,Above bachelor,No,Single,English only,Yes
40,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
27,Female,"Less than $25,000",Quebec,Bachelor's degree,Yes,Single,Both English and French,No
40,Female,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,English only,Yes
45,Female,"$75,000 to $99,999",Quebec,Less than high school,Yes,Has a partner,French only,Yes
63,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Single,Both English and French,No
45,Female,"$50,000 to $74,999",Nova Scotia,Bachelor's degree,Yes,Has a partner,English only,Yes
62,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
59,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No
24,Male,"$125,000 and more",Prince Edward Island,High school diploma,Yes,Single,English only,Yes
34,Male,"$100,000 to $ 124,999",Saskatchewan,Bachelor's degree,Yes,Single,English only,Yes
57,Female,"$50,000 to $74,999",Ontario,College or certificate,No,Single,English only,Yes
71,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Has a partner,French only,No
79,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No
50,Female,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes
67,Male,"Less than $25,000",Alberta,High school diploma,Yes,Single,English only,No
58,Female,"$50,000 to $74,999",Saskatchewan,High school diploma,Yes,Single,English only,No
61,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,No
77,Male,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,Both English and French,No
29,Male,"$75,000 to $99,999",Nova Scotia,High school diploma,Yes,Single,English only,Yes
39,Male,"$125,000 and more",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
62,Female,"$125,000 and more",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
24,Male,"$100,000 to $ 124,999",Quebec,Less than high school,Yes,Single,French only,Yes
68,Female,"Less than $25,000",Quebec,High school diploma,Yes,Single,Both English and French,Yes
16,Female,"$25,000 to $49,999",Alberta,Less than high school,Yes,Single,English only,No
61,Female,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,No
59,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes
52,Male,"Less than $25,000",British Columbia,Above bachelor,No,Single,English only,No
62,Male,"$100,000 to $ 124,999",Alberta,Bachelor's degree,No,Single,English only,Yes
64,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
72,Female,"$25,000 to $49,999",Newfoundland and Labrador,Less than high school,Yes,Single,English only,No
30,Male,"$50,000 to $74,999",Ontario,High school diploma,No,Single,English only,Yes
54,Female,"$25,000 to $49,999",Prince Edward Island,Less than high school,Yes,Single,English only,Yes
36,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,No,Single,French only,Yes
70,Female,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,English only,No
36,Male,"$100,000 to $ 124,999",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes
52,Male,"$125,000 and more",Alberta,Above bachelor,Yes,Has a partner,Both English and French,Yes
47,Male,"$50,000 to $74,999",New Brunswick,High school diploma,No,Single,English only,Yes
43,Female,"$125,000 and more",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes
32,Female,"$75,000 to $99,999",Manitoba,High school diploma,No,Has a partner,English only,No
35,Male,"$25,000 to $49,999",Ontario,College or certificate,No,Single,English only,Yes
30,Male,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Single,Both English and French,Yes
54,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,French only,Yes
80,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
69,Female,"$100,000 to $ 124,999",Nova Scotia,Less than high school,Yes,Has a partner,English only,No
62,Male,"Less than $25,000",Ontario,Bachelor's degree,Yes,Single,Both English and French,Yes
57,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes
54,Female,"$100,000 to $ 124,999",New Brunswick,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
44,Male,"$100,000 to $ 124,999",Newfoundland and Labrador,High school diploma,Yes,Has a partner,English only,Yes
37,Female,"$125,000 and more",Manitoba,College or certificate,No,Has a partner,Both English and French,Yes
32,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,Yes
80,Female,"$25,000 to $49,999",Manitoba,Bachelor's degree,Yes,Single,English only,No
79,Male,"$25,000 to $49,999",New Brunswick,Less than high school,Yes,Has a partner,Both English and French,No
70,Female,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Has a partner,English only,No
80,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,French only,No
51,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
39,Female,"$75,000 to $99,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes
58,Female,"$50,000 to $74,999",Ontario,College or certificate,No,Single,English only,Yes
32,Female,"$25,000 to $49,999",Manitoba,High school diploma,Yes,Single,English only,Yes
36,Male,"$25,000 to $49,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,Yes
43,Female,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
23,Male,"$125,000 and more",British Columbia,Bachelor's degree,No,Single,English only,No
49,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
45,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Single,English only,Yes
36,Male,"$50,000 to $74,999",Alberta,College or certificate,No,Single,English only,Yes
63,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Male,"$125,000 and more",Quebec,Less than high school,Yes,Single,French only,No
42,Male,"$25,000 to $49,999",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes
27,Female,"$50,000 to $74,999",Quebec,High school diploma,Yes,Single,Both English and French,No
43,Male,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,Both English and French,No
80,Male,"$50,000 to $74,999",Saskatchewan,Above bachelor,Yes,Has a partner,English only,No
62,Male,"Less than $25,000",British Columbia,High school diploma,No,Single,English only,Yes
50,Male,"$125,000 and more",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes
63,Female,"$75,000 to $99,999",British Columbia,College or certificate,Yes,Single,Both English and French,No
32,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
26,Male,"$50,000 to $74,999",British Columbia,Bachelor's degree,No,Single,Both English and French,Yes
42,Male,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
32,Female,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Single,English only,Yes
73,Female,"$25,000 to $49,999",Manitoba,Less than high school,Yes,Single,English only,No
63,Female,"$125,000 and more",Ontario,College or certificate,No,Single,English only,No
53,Male,"$125,000 and more",British Columbia,Above bachelor,Yes,Has a partner,Both English and French,Yes
28,Female,"Less than $25,000",British Columbia,College or certificate,No,Single,English only,Yes
67,Female,"$125,000 and more",Quebec,College or certificate,Yes,Single,Both English and French,No
80,Female,"$50,000 to $74,999",Nova Scotia,Above bachelor,Yes,Single,English only,No
32,Male,"$100,000 to $ 124,999",Prince Edward Island,College or certificate,Yes,Has a partner,English only,Yes
70,Female,"$50,000 to $74,999",Saskatchewan,Bachelor's degree,Yes,Single,English only,No
65,Male,"$75,000 to $99,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,No
64,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
60,Female,"Less than $25,000",Manitoba,College or certificate,No,Single,English only,Yes
80,Male,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,No
33,Male,"$125,000 and more",Nova Scotia,Bachelor's degree,No,Has a partner,Both English and French,Yes
28,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
29,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
66,Female,"$125,000 and more",Prince Edward Island,College or certificate,Yes,Has a partner,English only,No
58,Female,"$25,000 to $49,999",New Brunswick,College or certificate,Yes,Single,English only,No
66,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,Both English and French,No
80,Female,"Less than $25,000",Nova Scotia,Less than high school,Yes,Single,English only,No
59,Female,"Less than $25,000",Nova Scotia,College or certificate,No,Single,English only,Yes
66,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,No
56,Male,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes
29,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,No,Has a partner,Both English and French,Yes
29,Male,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes
62,Female,"$50,000 to $74,999",British Columbia,High school diploma,No,Has a partner,English only,No
67,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
41,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
27,Female,"Less than $25,000",Nova Scotia,College or certificate,Yes,Single,English only,Yes
68,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,English only,No
24,Male,"$125,000 and more",Ontario,College or certificate,Yes,Single,English only,Yes
80,Male,"$75,000 to $99,999",Ontario,Above bachelor,No,Single,English only,No
79,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No
24,Male,"$25,000 to $49,999",Ontario,High school diploma,No,Single,Both English and French,Yes
72,Female,"$25,000 to $49,999",Saskatchewan,Above bachelor,Yes,Single,English only,No
52,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
80,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,No
21,Male,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Single,English only,Yes
61,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,Yes
43,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No
32,Female,"$100,000 to $ 124,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
52,Male,"$75,000 to $99,999",Manitoba,Bachelor's degree,No,Has a partner,English only,Yes
75,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
58,Female,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,Both English and French,Yes
31,Female,"$75,000 to $99,999",Quebec,College or certificate,No,Has a partner,French only,Yes
29,Female,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes
66,Female,"$50,000 to $74,999",Alberta,Bachelor's degree,Yes,Single,English only,No
29,Male,"$100,000 to $ 124,999",Ontario,College or certificate,No,Has a partner,English only,Yes
44,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
50,Male,"Less than $25,000",Manitoba,Less than high school,Yes,Has a partner,English only,Yes
71,Female,"Less than $25,000",Prince Edward Island,Less than high school,Yes,Single,English only,No
50,Female,"$125,000 and more",Saskatchewan,College or certificate,No,Has a partner,English only,Yes
22,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,English only,Yes
72,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,No
48,Male,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
31,Male,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
46,Female,"$50,000 to $74,999",Prince Edward Island,Less than high school,No,Has a partner,English only,Yes
42,Female,"$75,000 to $99,999",Nova Scotia,Bachelor's degree,Yes,Single,English only,Yes
20,Female,"$75,000 to $99,999",Quebec,High school diploma,Yes,Single,Both English and French,Yes
32,Female,"$50,000 to $74,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
60,Male,"$125,000 and more",Nova Scotia,Bachelor's degree,No,Has a partner,English only,No
68,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,No
74,Male,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
79,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,No
39,Female,"$125,000 and more",Newfoundland and Labrador,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Female,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,English only,No
49,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
55,Female,"$125,000 and more",Quebec,High school diploma,Yes,Single,French only,Yes
59,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Has a partner,English only,Yes
57,Male,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
68,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,Both English and French,No
54,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
38,Female,"$50,000 to $74,999",Saskatchewan,High school diploma,Yes,Single,English only,Yes
17,Male,"$125,000 and more",Ontario,Less than high school,No,Single,English only,Yes
80,Female,"Less than $25,000",Nova Scotia,Less than high school,No,Single,English only,No
75,Male,"$25,000 to $49,999",Alberta,Above bachelor,No,Has a partner,English only,No
57,Male,"Less than $25,000",Newfoundland and Labrador,College or certificate,Yes,Single,English only,Yes
45,Male,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
80,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
52,Male,"$25,000 to $49,999",New Brunswick,College or certificate,Yes,Single,Both English and French,Yes
62,Female,"$125,000 and more",Nova Scotia,Above bachelor,Yes,Single,English only,Yes
31,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes
29,Male,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,Yes
16,Female,"$50,000 to $74,999",Ontario,Less than high school,No,Single,Both English and French,No
67,Male,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
58,Female,"$125,000 and more",Alberta,College or certificate,No,Single,French only,Yes
46,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No
62,Male,"$125,000 and more",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
25,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
39,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,Yes
34,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,Yes
35,Female,"$125,000 and more",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
43,Male,"$100,000 to $ 124,999",Ontario,Less than high school,Yes,Single,English only,Yes
80,Female,"$75,000 to $99,999",Prince Edward Island,Bachelor's degree,No,Has a partner,English only,No
76,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,No
80,Male,"$25,000 to $49,999",Ontario,High school diploma,No,Has a partner,English only,No
35,Male,"$75,000 to $99,999",Quebec,Above bachelor,Yes,Single,Both English and French,Yes
47,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Single,English only,Yes
24,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,No,Single,English only,Yes
38,Male,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,Both English and French,Yes
46,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes
38,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,No,Single,English only,Yes
64,Female,"$25,000 to $49,999",Newfoundland and Labrador,High school diploma,Yes,Has a partner,English only,No
57,Male,"$75,000 to $99,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
23,Female,"$75,000 to $99,999",Quebec,College or certificate,No,Single,French only,Yes
64,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
41,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
61,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,No
46,Male,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
54,Male,"$100,000 to $ 124,999",New Brunswick,Above bachelor,Yes,Has a partner,Both English and French,Yes
67,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
64,Male,"$50,000 to $74,999",Newfoundland and Labrador,Less than high school,Yes,Has a partner,English only,Yes
80,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,No
40,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
41,Female,"$75,000 to $99,999",Quebec,Less than high school,Yes,Has a partner,Both English and French,Yes
57,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,English only,No
66,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,No
38,Female,"Less than $25,000",Nova Scotia,High school diploma,Yes,Single,Both English and French,No
52,Female,"$25,000 to $49,999",Alberta,Less than high school,Yes,Single,English only,Yes
35,Male,"$100,000 to $ 124,999",Manitoba,Above bachelor,Yes,Single,English only,Yes
58,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,No,Single,French only,Yes
68,Male,"$75,000 to $99,999",British Columbia,Less than high school,Yes,Single,English only,Yes
60,Male,"$25,000 to $49,999",Nova Scotia,High school diploma,Yes,Single,Both English and French,No
58,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
64,Male,"$50,000 to $74,999",Prince Edward Island,Bachelor's degree,No,Has a partner,English only,Yes
26,Male,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Single,Both English and French,Yes
28,Female,"Less than $25,000",Quebec,Less than high school,No,Has a partner,French only,Yes
46,Male,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
32,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
62,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No
53,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
26,Male,"Less than $25,000",British Columbia,Above bachelor,No,Has a partner,English only,Yes
51,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes
69,Male,"$100,000 to $ 124,999",Ontario,Less than high school,No,Has a partner,English only,Yes
80,Female,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,English only,No
20,Male,"$100,000 to $ 124,999",Quebec,High school diploma,No,Single,Both English and French,Yes
76,Female,"Less than $25,000",Newfoundland and Labrador,Less than high school,Yes,Single,English only,No
66,Female,"$100,000 to $ 124,999",Prince Edward Island,Less than high school,Yes,Has a partner,English only,No
44,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
30,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No
22,Female,"$25,000 to $49,999",Quebec,College or certificate,No,Single,Both English and French,Yes
53,Male,"$50,000 to $74,999",British Columbia,Less than high school,Yes,Single,English only,Yes
77,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,No
54,Male,"$125,000 and more",Alberta,College or certificate,No,Has a partner,English only,Yes
35,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
48,Male,"Less than $25,000",Quebec,Above bachelor,Yes,Single,Both English and French,Yes
61,Male,"$75,000 to $99,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
75,Female,"$25,000 to $49,999",Prince Edward Island,College or certificate,Yes,Single,English only,Yes
52,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Single,English only,Yes
32,Male,"$125,000 and more",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
54,Male,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes
52,Male,"$25,000 to $49,999",Prince Edward Island,Less than high school,Yes,Single,English only,Yes
66,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,French only,No
40,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,No,Single,Both English and French,Yes
